!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9979313198179561, "ud.x": 0.002068680182043856}
agencia	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
agencias	{"ud.noun": 1.0}
agenda	{"ud.noun": 1.0}
agente	{"ud.noun": 1.0}
agentes	{"ud.noun": 1.0}
agosto	{"ud.propn": 1.0}
agotar	{"ud.verb": 1.0}
agotarse	{"ud._": 1.0}
agradable	{"ud.adj": 1.0}
agradables	{"ud.adj": 1.0}
agradecer	{"ud.verb": 1.0}
agradecido	{"ud.adj": 1.0}
agradecimiento	{"ud.noun": 1.0}
agrado	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
agraria	{"ud.adj": 1.0}
agrarias	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
agrega	{"ud.verb": 1.0}
agregar	{"ud.verb": 1.0}
agregándo	{"ud.verb": 1.0}
agregó	{"ud.verb": 1.0}
agresiones	{"ud.noun": 1.0}
agresivo	{"ud.adj": 1.0}
agricultores	{"ud.noun": 1.0}
agricultura	{"ud.noun": 0.896551724137931, "ud.propn": 0.10344827586206896}
agrupa	{"ud.verb": 1.0}
agrupaciones	{"ud.noun": 1.0}
agrupación	{"ud.noun": 1.0}
agrupados	{"ud.verb": 1.0}
agrupar	{"ud.verb": 1.0}
agrícola	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
agrícolas	{"ud.adj": 1.0}
agua	{"ud.noun": 0.9801324503311258, "ud.propn": 0.019867549668874173}
aguas	{"ud.noun": 0.9, "ud.propn": 0.1}
aguda	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
agudo	{"ud.adj": 1.0}
aguilar	{"ud.propn": 1.0}
aguirre	{"ud.propn": 1.0}
aguja	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
agustín	{"ud.propn": 1.0}
ahora	{"ud.adv": 1.0}
ahorro	{"ud.noun": 1.0}
ahí	{"ud.adv": 1.0}
air	{"ud.propn": 1.0}
airbag	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
aire	{"ud.noun": 0.9459459459459459, "ud.propn": 0.05405405405405406}
aires	{"ud.propn": 0.9583333333333334, "ud.noun": 0.041666666666666664}
aislamiento	{"ud.noun": 1.0}
ajedrez	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
ajena	{"ud.adj": 1.0}
ajustan	{"ud.verb": 1.0}
ajuste	{"ud.noun": 1.0}
ajustes	{"ud.noun": 1.0}
al	{"ud._": 0.9172625127681308, "ud.adp": 0.06996935648621042, "ud.propn": 0.010214504596527068, "ud.x": 0.002553626149131767}
ala	{"ud.noun": 1.0}
alabama	{"ud.propn": 1.0}
alagón	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
alarma	{"ud.noun": 1.0}
alas	{"ud.noun": 1.0}
alba	{"ud.propn": 1.0}
albacete	{"ud.propn": 1.0}
albaneses	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
albania	{"ud.propn": 1.0}
albedrío	{"ud.noun": 1.0}
alberga	{"ud.verb": 1.0}
albergar	{"ud.verb": 1.0}
albert	{"ud.propn": 1.0}
alberto	{"ud.propn": 1.0}
alcalde	{"ud.noun": 1.0}
alcaldía	{"ud.noun": 1.0}
alcalá	{"ud.propn": 1.0}
alcance	{"ud.noun": 0.875, "ud.verb": 0.125}
alcantarillado	{"ud.noun": 1.0}
alcanza	{"ud.verb": 1.0}
alcanzado	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
alcanzan	{"ud.verb": 1.0}
alcanzando	{"ud.verb": 1.0}
alcanzar	{"ud.verb": 1.0}
alcanzaron	{"ud.verb": 1.0}
alcanzó	{"ud.verb": 1.0}
alcohol	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
alcázar	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
aldea	{"ud.noun": 1.0}
aldeas	{"ud.noun": 1.0}
alderete	{"ud.propn": 1.0}
aldo	{"ud.propn": 1.0}
alegando	{"ud.verb": 1.0}
alegre	{"ud.adj": 0.5, "ud.propn": 0.5}
alegría	{"ud.noun": 1.0}
alegó	{"ud.verb": 1.0}
alejada	{"ud.adj": 1.0}
alejado	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
alejados	{"ud.verb": 0.2857142857142857, "ud.adj": 0.7142857142857143}
alejandro	{"ud.propn": 1.0}
alejar	{"ud.verb": 1.0}
alemana	{"ud.adj": 0.8636363636363636, "ud.noun": 0.09090909090909091, "ud.propn": 0.045454545454545456}
alemanas	{"ud.adj": 0.75, "ud.noun": 0.25}
alemanes	{"ud.adj": 0.5384615384615384, "ud.noun": 0.46153846153846156}
alemania	{"ud.propn": 1.0}
alemán	{"ud.adj": 0.6333333333333333, "ud.noun": 0.31666666666666665, "ud.propn": 0.05}
alerta	{"ud.noun": 0.8, "ud.propn": 0.2}
alessandro	{"ud.propn": 1.0}
alex	{"ud.propn": 1.0}
alexander	{"ud.propn": 1.0}
alexandre	{"ud.propn": 1.0}
alfa	{"ud.propn": 1.0}
alfabéticamente	{"ud.adv": 1.0}
alfaro	{"ud.propn": 1.0}
alfonso	{"ud.propn": 1.0}
alfredo	{"ud.propn": 1.0}
algo	{"ud.pron": 0.9662921348314607, "ud.adv": 0.02247191011235955, "ud.noun": 0.011235955056179775}
algodón	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
alguien	{"ud.pron": 0.8333333333333334, "ud.noun": 0.05555555555555555, "ud.propn": 0.1111111111111111}
alguna	{"ud.det": 0.7708333333333334, "ud.pron": 0.1875, "ud.adj": 0.041666666666666664}
algunas	{"ud.det": 0.7865168539325843, "ud.pron": 0.14606741573033707, "ud.noun": 0.06741573033707865}
alguno	{"ud.adj": 0.5333333333333333, "ud.pron": 0.3333333333333333, "ud.noun": 0.06666666666666667, "ud.det": 0.06666666666666667}
algunos	{"ud.det": 0.7222222222222222, "ud.pron": 0.2777777777777778}
algún	{"ud.det": 1.0}
ali	{"ud.propn": 1.0}
aliada	{"ud.adj": 1.0}
aliadas	{"ud.adj": 1.0}
aliado	{"ud.adj": 0.5714285714285714, "ud.noun": 0.2857142857142857, "ud.verb": 0.14285714285714285}
aliados	{"ud.noun": 0.8461538461538461, "ud.propn": 0.07692307692307693, "ud.verb": 0.07692307692307693}
alianza	{"ud.noun": 0.7272727272727273, "ud.propn": 0.2727272727272727}
alicante	{"ud.propn": 1.0}
alicia	{"ud.propn": 1.0}
alimenta	{"ud.verb": 1.0}
alimentación	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
alimentan	{"ud.verb": 1.0}
alimento	{"ud.noun": 1.0}
alimentos	{"ud.noun": 1.0}
aliviar	{"ud.verb": 1.0}
all	{"ud.propn": 0.8125, "ud.det": 0.1875}
allan	{"ud.propn": 1.0}
allen	{"ud.propn": 1.0}
allende	{"ud.propn": 1.0}
alli	{"ud.adv": 1.0}
allied	{"ud.propn": 1.0}
allison	{"ud.propn": 1.0}
allá	{"ud.adv": 0.9473684210526315, "ud.propn": 0.05263157894736842}
allí	{"ud.adv": 0.9863013698630136, "ud.verb": 0.0136986301369863}
alma	{"ud.propn": 0.5625, "ud.noun": 0.4375}
almacenamiento	{"ud.noun": 1.0}
almacenes	{"ud.noun": 1.0}
almacén	{"ud.noun": 1.0}
almagro	{"ud.propn": 1.0}
almas	{"ud.noun": 0.8, "ud.propn": 0.2}
almería	{"ud.propn": 1.0}
almirante	{"ud.propn": 0.5714285714285714, "ud.noun": 0.42857142857142855}
alojamiento	{"ud.noun": 1.0}
alojó	{"ud.verb": 1.0}
alonso	{"ud.propn": 1.0}
alpes	{"ud.propn": 0.7142857142857143, "ud.noun": 0.2857142857142857}
alpino	{"ud.adj": 1.0}
alquilar	{"ud.verb": 1.0}
alquiler	{"ud.noun": 1.0}
alrededor	{"ud.adv": 0.9855072463768116, "ud.noun": 0.014492753623188406}
alrededores	{"ud.noun": 1.0}
alsacia	{"ud.propn": 1.0}
alta	{"ud.adj": 0.8421052631578947, "ud.propn": 0.15789473684210525}
altamente	{"ud.adv": 1.0}
altar	{"ud.noun": 1.0}
altares	{"ud.noun": 1.0}
altas	{"ud.adj": 1.0}
alterar	{"ud.verb": 1.0}
alternativa	{"ud.noun": 0.6428571428571429, "ud.propn": 0.21428571428571427, "ud.adj": 0.07142857142857142, "ud.adv": 0.07142857142857142}
alternativas	{"ud.noun": 0.8, "ud.adj": 0.2}
alternativo	{"ud.adj": 1.0}
altitud	{"ud.noun": 1.0}
alto	{"ud.propn": 0.24285714285714285, "ud.adj": 0.5857142857142857, "ud.adv": 0.02857142857142857, "ud.noun": 0.14285714285714285}
altos	{"ud.adj": 0.9444444444444444, "ud.propn": 0.05555555555555555}
altura	{"ud.noun": 0.9767441860465116, "ud.propn": 0.023255813953488372}
alturas	{"ud.noun": 1.0}
alumno	{"ud.noun": 0.8, "ud.adj": 0.2}
alumnos	{"ud.noun": 1.0}
alusión	{"ud.noun": 1.0}
alvarado	{"ud.propn": 1.0}
alvarez	{"ud.propn": 1.0}
alzado	{"ud.noun": 0.75, "ud.verb": 0.25}
alzar	{"ud.verb": 1.0}
alzarse	{"ud._": 1.0}
am	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
ama	{"ud.verb": 0.42857142857142855, "ud.noun": 0.42857142857142855, "ud.propn": 0.14285714285714285}
amabilidad	{"ud.noun": 1.0}
amable	{"ud.adj": 0.9, "ud.noun": 0.1}
amables	{"ud.adj": 1.0}
amada	{"ud.noun": 1.0}
amadeo	{"ud.propn": 1.0}
amanecer	{"ud.noun": 0.6, "ud.propn": 0.4}
amante	{"ud.noun": 1.0}
amantes	{"ud.noun": 1.0}
amarillas	{"ud.adj": 1.0}
amarillo	{"ud.adj": 0.64, "ud.noun": 0.32, "ud.propn": 0.04}
amateur	{"ud.x": 0.14285714285714285, "ud.adj": 0.42857142857142855, "ud.propn": 0.42857142857142855}
amazon	{"ud.propn": 1.0}
amazonas	{"ud.propn": 0.9090909090909091, "ud.noun": 0.09090909090909091}
amazonia	{"ud.propn": 1.0}
ambas	{"ud.det": 0.6666666666666666, "ud.pron": 0.3333333333333333}
amberes	{"ud.propn": 1.0}
ambientado	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
ambiental	{"ud.adj": 1.0}
ambientales	{"ud.adj": 1.0}
ambiente	{"ud.noun": 0.9767441860465116, "ud.propn": 0.023255813953488372}
ambientes	{"ud.noun": 1.0}
ambos	{"ud.pron": 0.5416666666666666, "ud.det": 0.4583333333333333}
ambulante	{"ud.adj": 1.0}
ambusto	{"ud.propn": 1.0}
amenaza	{"ud.verb": 0.21428571428571427, "ud.noun": 0.7857142857142857}
amenazas	{"ud.noun": 1.0}
america	{"ud.propn": 1.0}
american	{"ud.propn": 1.0}
americana	{"ud.adj": 0.6, "ud.propn": 0.4}
americanas	{"ud.adj": 1.0}
americano	{"ud.adj": 0.8235294117647058, "ud.noun": 0.11764705882352941, "ud.propn": 0.058823529411764705}
americanos	{"ud.noun": 0.375, "ud.adj": 0.5, "ud.propn": 0.125}
amerindios	{"ud.noun": 0.6730769230769231, "ud.adj": 0.3269230769230769}
amiga	{"ud.noun": 0.875, "ud.adj": 0.125}
amigas	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
amigo	{"ud.noun": 1.0}
amigos	{"ud.noun": 0.8958333333333334, "ud.propn": 0.08333333333333333, "ud.adj": 0.020833333333333332}
amistad	{"ud.noun": 0.7857142857142857, "ud.propn": 0.21428571428571427}
amistoso	{"ud.noun": 0.42857142857142855, "ud.adj": 0.5714285714285714}
amnistía	{"ud.noun": 1.0}
amor	{"ud.noun": 0.8717948717948718, "ud.propn": 0.1282051282051282}
amorosa	{"ud.adj": 1.0}
amparo	{"ud.noun": 0.4, "ud.propn": 0.6}
amplia	{"ud.adj": 0.9583333333333334, "ud.verb": 0.041666666666666664}
ampliaciones	{"ud.noun": 1.0}
ampliación	{"ud.noun": 1.0}
ampliado	{"ud.verb": 1.0}
ampliamente	{"ud.adv": 1.0}
ampliando	{"ud.verb": 1.0}
ampliar	{"ud.verb": 1.0}
amplias	{"ud.adj": 1.0}
amplio	{"ud.adj": 0.9411764705882353, "ud.propn": 0.058823529411764705}
amplios	{"ud.adj": 1.0}
amplitud	{"ud.noun": 1.0}
amplió	{"ud.verb": 1.0}
amsterdam	{"ud.propn": 1.0}
amy	{"ud.propn": 1.0}
américa	{"ud.propn": 1.0}
ana	{"ud.propn": 1.0}
anales	{"ud.noun": 1.0}
analizar	{"ud.verb": 1.0}
ancestrales	{"ud.adj": 1.0}
ancestros	{"ud.noun": 1.0}
ancho	{"ud.noun": 0.8461538461538461, "ud.adj": 0.15384615384615385}
anchoas	{"ud.noun": 1.0}
ancianos	{"ud.noun": 1.0}
and	{"ud.propn": 0.34375, "ud.x": 0.34375, "ud.cconj": 0.3125}
anda	{"ud.verb": 1.0}
andalucía	{"ud.propn": 1.0}
andaluz	{"ud.propn": 0.2, "ud.adj": 0.6, "ud.noun": 0.2}
andando	{"ud.verb": 1.0}
andar	{"ud.noun": 0.3333333333333333, "ud.verb": 0.6666666666666666}
andenes	{"ud.noun": 1.0}
anderson	{"ud.propn": 1.0}
anderton	{"ud.propn": 1.0}
andes	{"ud.propn": 1.0}
andina	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
andrea	{"ud.propn": 1.0}
andrew	{"ud.propn": 1.0}
android	{"ud.propn": 1.0}
andré	{"ud.propn": 1.0}
andrés	{"ud.propn": 1.0}
andy	{"ud.propn": 1.0}
anexión	{"ud.noun": 1.0}
anexo	{"ud.noun": 0.75, "ud.adj": 0.25}
anfitriona	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
angel	{"ud.propn": 0.75, "ud.x": 0.25}
angeles	{"ud.propn": 1.0}
angelo	{"ud.propn": 1.0}
anglosajón	{"ud.adj": 1.0}
angola	{"ud.propn": 1.0}
anillo	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
anillos	{"ud.noun": 1.0}
animación	{"ud.noun": 1.0}
animada	{"ud.adj": 0.8, "ud.verb": 0.2}
animal	{"ud.adj": 0.21428571428571427, "ud.noun": 0.7857142857142857}
animales	{"ud.noun": 1.0}
animan	{"ud.verb": 1.0}
anime	{"ud.noun": 0.75, "ud.propn": 0.25}
animismo	{"ud.noun": 1.0}
animó	{"ud.verb": 1.0}
aniversario	{"ud.noun": 1.0}
anne	{"ud.propn": 1.0}
anoche	{"ud.adv": 0.8571428571428571, "ud.propn": 0.14285714285714285}
anotador	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
anotó	{"ud.verb": 1.0}
ante	{"ud.adp": 1.0}
antecedentes	{"ud.noun": 1.0}
antena	{"ud.propn": 1.0}
antequera	{"ud.propn": 1.0}
anterior	{"ud.adj": 0.8888888888888888, "ud.noun": 0.1111111111111111}
anteriores	{"ud.adj": 0.8484848484848485, "ud.noun": 0.15151515151515152}
anterioridad	{"ud.noun": 1.0}
anteriormente	{"ud.adv": 1.0}
antes	{"ud.adv": 0.9817073170731707, "ud.adj": 0.006097560975609756, "ud.noun": 0.012195121951219513}
anti	{"ud.x": 1.0}
antigua	{"ud.adj": 0.9117647058823529, "ud.noun": 0.08823529411764706}
antiguamente	{"ud.adv": 1.0}
antiguas	{"ud.adj": 1.0}
antiguo	{"ud.adj": 0.9322033898305084, "ud.propn": 0.05084745762711865, "ud.noun": 0.01694915254237288}
antiguos	{"ud.adj": 0.9565217391304348, "ud.noun": 0.043478260869565216}
antigüedad	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
antillas	{"ud.propn": 1.0}
antioquia	{"ud.propn": 1.0}
antioquía	{"ud.propn": 1.0}
antología	{"ud.noun": 1.0}
antonia	{"ud.propn": 1.0}
antonio	{"ud.propn": 1.0}
anual	{"ud.adj": 1.0}
anuales	{"ud.adj": 1.0}
anualmente	{"ud.adv": 1.0}
anuncia	{"ud.verb": 1.0}
anunciada	{"ud.verb": 1.0}
anunciado	{"ud.verb": 1.0}
anuncian	{"ud.verb": 1.0}
anuncio	{"ud.noun": 1.0}
anuncios	{"ud.noun": 1.0}
anunció	{"ud.verb": 1.0}
anzac	{"ud.propn": 1.0}
análisis	{"ud.noun": 1.0}
aníbal	{"ud.propn": 1.0}
anónima	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
ap	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
aparato	{"ud.noun": 1.0}
aparatos	{"ud.noun": 1.0}
aparcamiento	{"ud.noun": 1.0}
aparece	{"ud.verb": 1.0}
aparecen	{"ud.verb": 1.0}
aparecer	{"ud.verb": 1.0}
aparecerá	{"ud.verb": 1.0}
apareciendo	{"ud.verb": 1.0}
aparecieron	{"ud.verb": 1.0}
apareció	{"ud.verb": 1.0}
aparecía	{"ud.verb": 1.0}
aparecían	{"ud.verb": 1.0}
aparente	{"ud.adj": 0.75, "ud.noun": 0.25}
aparentemente	{"ud.adv": 1.0}
aparicio	{"ud.propn": 1.0}
aparición	{"ud.noun": 1.0}
apariencia	{"ud.noun": 1.0}
apartamento	{"ud.noun": 1.0}
apartamentos	{"ud.noun": 1.0}
aparte	{"ud.noun": 0.25, "ud.adv": 0.5625, "ud.adp": 0.0625, "ud.adj": 0.125}
apenas	{"ud.adv": 0.9545454545454546, "ud.det": 0.045454545454545456}
apertura	{"ud.noun": 0.8823529411764706, "ud.propn": 0.11764705882352941}
aplastante	{"ud.adj": 1.0}
aplica	{"ud.verb": 1.0}
aplicaciones	{"ud.noun": 1.0}
aplicación	{"ud.noun": 1.0}
aplicadas	{"ud.propn": 0.25, "ud.verb": 0.5, "ud.adj": 0.25}
aplicado	{"ud.verb": 1.0}
aplicar	{"ud.verb": 1.0}
aplicó	{"ud.verb": 1.0}
apodo	{"ud.noun": 1.0}
apollo	{"ud.propn": 1.0}
apolo	{"ud.propn": 1.0}
aporta	{"ud.verb": 1.0}
aportaciones	{"ud.noun": 1.0}
aportación	{"ud.noun": 1.0}
aportar	{"ud.verb": 1.0}
aporte	{"ud.noun": 1.0}
aportó	{"ud.verb": 1.0}
apostolado	{"ud.noun": 0.75, "ud.propn": 0.25}
apostólico	{"ud.adj": 1.0}
apoya	{"ud.verb": 1.0}
apoyaban	{"ud.verb": 1.0}
apoyado	{"ud.verb": 1.0}
apoyan	{"ud.verb": 1.0}
apoyando	{"ud.verb": 1.0}
apoyar	{"ud.verb": 1.0}
apoyo	{"ud.noun": 1.0}
apoyó	{"ud.verb": 1.0}
app	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
apple	{"ud.propn": 1.0}
apreciar	{"ud.verb": 1.0}
aprecio	{"ud.noun": 1.0}
aprender	{"ud.verb": 1.0}
aprendido	{"ud.verb": 1.0}
aprendiz	{"ud.noun": 0.75, "ud.adj": 0.25}
aprendizaje	{"ud.noun": 1.0}
aprendió	{"ud.verb": 1.0}
apresuró	{"ud.verb": 1.0}
april	{"ud.propn": 1.0}
aprobación	{"ud.noun": 1.0}
aprobada	{"ud.verb": 1.0}
aprobado	{"ud.verb": 0.8571428571428571, "ud.noun": 0.14285714285714285}
aprobar	{"ud.verb": 1.0}
aprobó	{"ud.verb": 1.0}
aprovecha	{"ud.verb": 1.0}
aprovechada	{"ud.verb": 1.0}
aprovechado	{"ud.verb": 1.0}
aprovechan	{"ud.verb": 1.0}
aprovechando	{"ud.verb": 1.0}
aprovechar	{"ud.verb": 1.0}
aprovechó	{"ud.verb": 1.0}
aproximación	{"ud.noun": 1.0}
aproximada	{"ud.adj": 1.0}
aproximadamente	{"ud.adv": 1.0}
aproximado	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
aptitud	{"ud.noun": 1.0}
apuesta	{"ud.noun": 0.9, "ud.verb": 0.1}
apuestas	{"ud.noun": 1.0}
apunta	{"ud.verb": 1.0}
apuntar	{"ud.verb": 1.0}
apuntó	{"ud.verb": 1.0}
apóstol	{"ud.propn": 0.75, "ud.noun": 0.25}
aquel	{"ud.det": 0.7222222222222222, "ud.pron": 0.2777777777777778}
aquella	{"ud.det": 0.8421052631578947, "ud.pron": 0.10526315789473684, "ud.propn": 0.05263157894736842}
aquellas	{"ud.pron": 0.14285714285714285, "ud.det": 0.7857142857142857, "ud.noun": 0.07142857142857142}
aquello	{"ud.pron": 1.0}
aquellos	{"ud.pron": 0.4411764705882353, "ud.det": 0.5588235294117647}
aqui	{"ud.adv": 1.0}
aquitania	{"ud.propn": 1.0}
aquél	{"ud.pron": 0.5, "ud.det": 0.5}
aquí	{"ud.adv": 1.0}
arabia	{"ud.propn": 1.0}
aragonés	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
aragón	{"ud.propn": 1.0}
arbitrario	{"ud.adj": 1.0}
arbusto	{"ud.noun": 1.0}
arbustos	{"ud.noun": 1.0}
arc	{"ud.propn": 1.0}
arce	{"ud.propn": 1.0}
archiduque	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
archipiélago	{"ud.noun": 1.0}
archivo	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
archivos	{"ud.noun": 1.0}
arco	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
arcos	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
ardenas	{"ud.propn": 0.7142857142857143, "ud.noun": 0.2857142857142857}
ardilla	{"ud.noun": 1.0}
arena	{"ud.noun": 0.5, "ud.propn": 0.5}
arenas	{"ud.propn": 0.42857142857142855, "ud.noun": 0.5714285714285714}
arequipa	{"ud.propn": 1.0}
argelia	{"ud.propn": 1.0}
argentina	{"ud.adj": 0.17, "ud.propn": 0.81, "ud.noun": 0.02}
argentinas	{"ud.adj": 0.16666666666666666, "ud.propn": 0.8333333333333334}
argentino	{"ud.adj": 0.625, "ud.noun": 0.25, "ud.propn": 0.125}
argentinos	{"ud.propn": 0.5714285714285714, "ud.adj": 0.14285714285714285, "ud.noun": 0.2857142857142857}
argumento	{"ud.noun": 1.0}
argumentos	{"ud.noun": 1.0}
aria	{"ud.noun": 0.8, "ud.propn": 0.2}
arica	{"ud.propn": 1.0}
arista	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
aristocracia	{"ud.noun": 1.0}
aristócrata	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
arizona	{"ud.propn": 1.0}
arma	{"ud.noun": 0.9, "ud.propn": 0.1}
armada	{"ud.adj": 0.18518518518518517, "ud.propn": 0.5925925925925926, "ud.noun": 0.2222222222222222}
armadas	{"ud.propn": 0.23076923076923078, "ud.adj": 0.6923076923076923, "ud.noun": 0.07692307692307693}
armado	{"ud.adj": 0.875, "ud.noun": 0.125}
armados	{"ud.adj": 0.8571428571428571, "ud.verb": 0.14285714285714285}
armadura	{"ud.noun": 1.0}
armaduras	{"ud.noun": 1.0}
armamento	{"ud.noun": 1.0}
armas	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
armenia	{"ud.propn": 1.0}
armónicas	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
arnoldo	{"ud.propn": 1.0}
arpas	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
arqueológicas	{"ud.adj": 1.0}
arqueológico	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
arqueológicos	{"ud.adj": 1.0}
arquero	{"ud.noun": 1.0}
arquitecto	{"ud.noun": 0.7857142857142857, "ud.propn": 0.21428571428571427}
arquitectos	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
arquitectura	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
arquitectónica	{"ud.adj": 1.0}
arquitectónico	{"ud.adj": 1.0}
arquitectónicos	{"ud.adj": 1.0}
arranca	{"ud.verb": 1.0}
arranque	{"ud.noun": 1.0}
arrecifes	{"ud.noun": 1.0}
arreglar	{"ud.verb": 1.0}
arreglo	{"ud.noun": 1.0}
arrestado	{"ud.verb": 0.875, "ud.noun": 0.125}
arriba	{"ud.adv": 0.85, "ud.propn": 0.1, "ud.adj": 0.05}
arribaron	{"ud.verb": 1.0}
arroyo	{"ud.propn": 0.45454545454545453, "ud.noun": 0.5454545454545454}
arroyos	{"ud.propn": 0.2857142857142857, "ud.noun": 0.7142857142857143}
arroz	{"ud.noun": 1.0}
arsenal	{"ud.noun": 0.2222222222222222, "ud.propn": 0.7777777777777778}
art	{"ud.propn": 0.7142857142857143, "ud.x": 0.14285714285714285, "ud.adj": 0.14285714285714285}
arte	{"ud.noun": 0.9298245614035088, "ud.propn": 0.07017543859649122}
artefacto	{"ud.noun": 1.0}
arteria	{"ud.noun": 1.0}
artes	{"ud.noun": 0.4583333333333333, "ud.propn": 0.5416666666666666}
artesanos	{"ud.noun": 1.0}
artesanía	{"ud.noun": 1.0}
arthur	{"ud.propn": 1.0}
artificial	{"ud.adj": 1.0}
artigas	{"ud.propn": 1.0}
artillero	{"ud.noun": 1.0}
artillería	{"ud.propn": 0.36363636363636365, "ud.noun": 0.6363636363636364}
artista	{"ud.noun": 1.0}
artistas	{"ud.noun": 1.0}
arts	{"ud.propn": 0.8, "ud.x": 0.2}
arturo	{"ud.propn": 1.0}
artículo	{"ud.noun": 1.0}
artículos	{"ud.noun": 1.0}
artística	{"ud.adj": 0.9090909090909091, "ud.noun": 0.09090909090909091}
artísticas	{"ud.adj": 1.0}
artístico	{"ud.adj": 0.9166666666666666, "ud.propn": 0.08333333333333333}
artísticos	{"ud.adj": 1.0}
arzobispado	{"ud.noun": 1.0}
arzobispo	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
arácnido	{"ud.noun": 1.0}
as	{"ud.det": 0.1, "ud.propn": 0.7, "ud.x": 0.1, "ud.noun": 0.1}
asalto	{"ud.noun": 1.0}
asamblea	{"ud.noun": 0.7368421052631579, "ud.propn": 0.2631578947368421}
ascendencia	{"ud.noun": 1.0}
ascender	{"ud.verb": 1.0}
ascendido	{"ud.verb": 1.0}
ascendió	{"ud.verb": 1.0}
ascendía	{"ud.verb": 1.0}
ascenso	{"ud.noun": 1.0}
asciende	{"ud.verb": 1.0}
asedio	{"ud.noun": 1.0}
asegura	{"ud.verb": 1.0}
asegurada	{"ud.verb": 1.0}
asegurado	{"ud.adj": 0.16666666666666666, "ud.verb": 0.8333333333333334}
aseguran	{"ud.verb": 1.0}
asegurar	{"ud.verb": 1.0}
aseguraron	{"ud.verb": 1.0}
asegurarse	{"ud._": 1.0}
aseguró	{"ud.verb": 1.0}
asentamiento	{"ud.noun": 1.0}
asentamientos	{"ud.noun": 1.0}
asequible	{"ud.adj": 1.0}
asesinada	{"ud.verb": 1.0}
asesinado	{"ud.verb": 1.0}
asesinados	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
asesinar	{"ud.verb": 1.0}
asesinato	{"ud.noun": 1.0}
asesino	{"ud.noun": 0.5, "ud.adj": 0.5}
asesor	{"ud.noun": 0.8, "ud.adj": 0.2}
asesoramiento	{"ud.noun": 1.0}
asfalto	{"ud.noun": 1.0}
asgard	{"ud.propn": 1.0}
asi	{"ud.adv": 1.0}
asia	{"ud.propn": 1.0}
asienta	{"ud.verb": 1.0}
asientos	{"ud.noun": 1.0}
asignación	{"ud.noun": 1.0}
asignado	{"ud.verb": 1.0}
asilo	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
asimismo	{"ud.adv": 1.0}
