!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9983351831298557, "ud.sym": 0.0011098779134295228, "ud.noun": 0.0005549389567147614}
amerika	{"ud.propn": 1.0}
amerikaner	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
amerikanern	{"ud.noun": 0.75, "ud.propn": 0.25}
amerikanische	{"ud.adj": 0.9523809523809523, "ud.propn": 0.047619047619047616}
amerikanischen	{"ud.adj": 0.9056603773584906, "ud.propn": 0.09433962264150944}
amerikanischer	{"ud.adj": 0.8888888888888888, "ud.propn": 0.1111111111111111}
aminosäuren	{"ud.noun": 1.0}
amir	{"ud.propn": 1.0}
ammoniten	{"ud.noun": 1.0}
amphoe	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
amsterdam	{"ud.propn": 1.0}
amt	{"ud.noun": 0.8974358974358975, "ud.propn": 0.07692307692307693, "ud.verb": 0.02564102564102564}
amtes	{"ud.noun": 1.0}
amtsgericht	{"ud.noun": 1.0}
amtsinhaber	{"ud.noun": 1.0}
amtsperiode	{"ud.noun": 1.0}
amtszeit	{"ud.noun": 1.0}
amun	{"ud.propn": 1.0}
an	{"ud.adp": 0.9911190053285968, "ud.propn": 0.003552397868561279, "ud.cconj": 0.0005920663114268798, "ud.noun": 0.0017761989342806395, "ud.part": 0.002960331557134399}
analyse	{"ud.noun": 1.0}
analysieren	{"ud.verb": 1.0}
analytische	{"ud.adj": 1.0}
anbau	{"ud.noun": 1.0}
anbieten	{"ud.verb": 1.0}
anbieter	{"ud.noun": 1.0}
and	{"ud.cconj": 1.0}
andere	{"ud.adj": 0.6304347826086957, "ud.pron": 0.33695652173913043, "ud.noun": 0.010869565217391304, "ud.det": 0.021739130434782608}
anderem	{"ud.pron": 0.9058823529411765, "ud.det": 0.09411764705882353}
anderen	{"ud.pron": 0.23529411764705882, "ud.det": 0.03676470588235294, "ud.adj": 0.7279411764705882}
anderer	{"ud.adj": 0.8333333333333334, "ud.pron": 0.16666666666666666}
andererseits	{"ud.adv": 0.9333333333333333, "ud.cconj": 0.06666666666666667}
anderes	{"ud.pron": 0.75, "ud.adj": 0.25}
anders	{"ud.adv": 0.9285714285714286, "ud.propn": 0.07142857142857142}
andrea	{"ud.propn": 1.0}
andreas	{"ud.propn": 1.0}
andrew	{"ud.propn": 1.0}
andré	{"ud.propn": 1.0}
anerkannt	{"ud.verb": 0.9, "ud.adj": 0.1}
anerkannte	{"ud.adj": 1.0}
anerkannten	{"ud.adj": 0.75, "ud.verb": 0.25}
anerkennung	{"ud.noun": 1.0}
anfang	{"ud.noun": 1.0}
anfangs	{"ud.adv": 1.0}
anfangsphase	{"ud.noun": 1.0}
anforderungen	{"ud.noun": 1.0}
anfängen	{"ud.noun": 1.0}
anfänger	{"ud.noun": 1.0}
anfänglich	{"ud.adj": 1.0}
anführer	{"ud.noun": 1.0}
angabe	{"ud.noun": 1.0}
angaben	{"ud.noun": 1.0}
angeblich	{"ud.adv": 0.16666666666666666, "ud.adj": 0.8333333333333334}
angeblichen	{"ud.adj": 1.0}
angebot	{"ud.noun": 1.0}
angebote	{"ud.noun": 1.0}
angeboten	{"ud.verb": 1.0}
angebracht	{"ud.adj": 0.18181818181818182, "ud.verb": 0.8181818181818182}
angefahren	{"ud.verb": 1.0}
angefertigt	{"ud.verb": 1.0}
angegeben	{"ud.verb": 0.9285714285714286, "ud.adj": 0.07142857142857142}
angegebene	{"ud.adj": 1.0}
angegriffen	{"ud.adj": 0.25, "ud.verb": 0.75}
angehören	{"ud.verb": 1.0}
angehörigen	{"ud.noun": 1.0}
angehöriger	{"ud.noun": 1.0}
angehört	{"ud.verb": 1.0}
angehörte	{"ud.verb": 1.0}
angehörten	{"ud.verb": 1.0}
angekündigt	{"ud.verb": 1.0}
angel	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
angelegenheiten	{"ud.propn": 0.2, "ud.noun": 0.8}
angelegt	{"ud.adj": 0.25, "ud.verb": 0.75}
angelegten	{"ud.adj": 1.0}
angeles	{"ud.propn": 1.0}
angemessen	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
angenehm	{"ud.adv": 0.5, "ud.adj": 0.5}
angenommen	{"ud.verb": 1.0}
angeordnet	{"ud.verb": 1.0}
angepasst	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
angeschlossen	{"ud.verb": 0.375, "ud.adj": 0.625}
angesehen	{"ud.verb": 0.9090909090909091, "ud.adj": 0.09090909090909091}
angesichts	{"ud.adp": 1.0}
angestellt	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
angestellte	{"ud.adj": 0.2, "ud.noun": 0.8}
angestellten	{"ud.noun": 1.0}
angestiegen	{"ud.verb": 1.0}
angewandt	{"ud.verb": 1.0}
angewendet	{"ud.verb": 1.0}
angewiesen	{"ud.adj": 0.6, "ud.verb": 0.4}
angibt	{"ud.verb": 1.0}
angreifer	{"ud.noun": 1.0}
angrenzende	{"ud.adj": 1.0}
angrenzenden	{"ud.adj": 1.0}
angriff	{"ud.noun": 1.0}
angriffe	{"ud.noun": 1.0}
anhalt	{"ud.propn": 1.0}
anhaltenden	{"ud.adj": 1.0}
anhand	{"ud.adp": 1.0}
anhänger	{"ud.noun": 1.0}
anhängern	{"ud.noun": 1.0}
anhöhe	{"ud.noun": 1.0}
anime	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
anker	{"ud.noun": 1.0}
anlage	{"ud.noun": 1.0}
anlagen	{"ud.noun": 1.0}
anlass	{"ud.noun": 1.0}
anlehnung	{"ud.noun": 1.0}
anliegen	{"ud.noun": 1.0}
anlässlich	{"ud.adp": 1.0}
anna	{"ud.propn": 1.0}
annahme	{"ud.noun": 1.0}
annam	{"ud.propn": 1.0}
annette	{"ud.propn": 1.0}
annähernd	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
anordnung	{"ud.noun": 1.0}
anpassung	{"ud.noun": 1.0}
anregungen	{"ud.noun": 1.0}
ans	{"ud._": 1.0}
ansbach	{"ud.propn": 1.0}
anschließend	{"ud.adv": 0.29545454545454547, "ud.adj": 0.7045454545454546}
anschließende	{"ud.adj": 1.0}
anschließenden	{"ud.adj": 1.0}
anschließt	{"ud.verb": 1.0}
anschluss	{"ud.noun": 1.0}
anschlussstelle	{"ud.noun": 1.0}
ansehen	{"ud.verb": 0.4, "ud.noun": 0.6}
ansicht	{"ud.noun": 1.0}
ansonsten	{"ud.adv": 0.9, "ud.adj": 0.1}
anspruch	{"ud.noun": 1.0}
ansprüche	{"ud.noun": 1.0}
anstalt	{"ud.noun": 1.0}
anstatt	{"ud.adp": 0.8, "ud.sconj": 0.2}
anstelle	{"ud.adp": 1.0}
anstellung	{"ud.noun": 1.0}
anstieg	{"ud.noun": 1.0}
anstrengungen	{"ud.noun": 1.0}
ansässig	{"ud.adj": 1.0}
anteil	{"ud.noun": 1.0}
anti	{"ud.propn": 0.3333333333333333, "ud.noun": 0.5, "ud.adj": 0.16666666666666666}
antike	{"ud.noun": 0.7, "ud.adj": 0.3}
antiken	{"ud.adj": 1.0}
antikörper	{"ud.noun": 1.0}
antisemitismus	{"ud.noun": 0.8, "ud.propn": 0.2}
antoine	{"ud.propn": 1.0}
antoinette	{"ud.propn": 1.0}
anton	{"ud.propn": 1.0}
antonio	{"ud.propn": 1.0}
antrag	{"ud.noun": 1.0}
antrat	{"ud.verb": 1.0}
antrieb	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
antwerpen	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
antwort	{"ud.noun": 1.0}
anwalt	{"ud.noun": 1.0}
anweisungen	{"ud.noun": 1.0}
anwender	{"ud.noun": 1.0}
anwendung	{"ud.noun": 1.0}
anwendungen	{"ud.noun": 1.0}
anwesenheit	{"ud.noun": 1.0}
anwohner	{"ud.noun": 1.0}
anzahl	{"ud.noun": 0.9583333333333334, "ud.adj": 0.041666666666666664}
anzeige	{"ud.noun": 1.0}
anzunehmen	{"ud.verb": 1.0}
anzusehen	{"ud.verb": 1.0}
anzutreffen	{"ud.verb": 1.0}
anzutreten	{"ud.verb": 1.0}
april	{"ud.propn": 1.0}
arabien	{"ud.propn": 1.0}
arabische	{"ud.propn": 0.75, "ud.adj": 0.25}
arabischen	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
arbeit	{"ud.noun": 0.9615384615384616, "ud.propn": 0.038461538461538464}
arbeiten	{"ud.noun": 0.4423076923076923, "ud.verb": 0.5384615384615384, "ud.propn": 0.019230769230769232}
arbeiter	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
arbeiterbewegung	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
arbeitet	{"ud.verb": 1.0}
arbeitete	{"ud.verb": 1.0}
arbeiteten	{"ud.verb": 1.0}
arbeitgeber	{"ud.noun": 1.0}
arbeitnehmer	{"ud.noun": 0.8, "ud.propn": 0.2}
arbeitsplätze	{"ud.noun": 1.0}
arbeitszeit	{"ud.noun": 1.0}
archipel	{"ud.noun": 1.0}
architekt	{"ud.noun": 1.0}
architekten	{"ud.noun": 1.0}
architektur	{"ud.noun": 0.75, "ud.propn": 0.25}
archiv	{"ud.noun": 0.5714285714285714, "ud.propn": 0.42857142857142855}
archiven	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
archäologen	{"ud.noun": 1.0}
archäologie	{"ud.propn": 0.5, "ud.noun": 0.5}
archäologische	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
archäologischen	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
ard	{"ud.propn": 1.0}
areal	{"ud.noun": 1.0}
argentinien	{"ud.propn": 1.0}
argumente	{"ud.noun": 1.0}
arizona	{"ud.propn": 1.0}
arkaden	{"ud.noun": 1.0}
arm	{"ud.noun": 0.7142857142857143, "ud.adj": 0.14285714285714285, "ud.propn": 0.14285714285714285}
arme	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
armee	{"ud.noun": 0.75, "ud.propn": 0.25}
armen	{"ud.noun": 0.5, "ud.propn": 0.25, "ud.adj": 0.25}
armut	{"ud.noun": 1.0}
armutsgrenze	{"ud.noun": 1.0}
army	{"ud.propn": 1.0}
arnold	{"ud.propn": 1.0}
arrogant	{"ud.adj": 0.6666666666666666, "ud.adv": 0.3333333333333333}
arrondissement	{"ud.noun": 0.5, "ud.propn": 0.5}
arroyo	{"ud.propn": 1.0}
art	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
arten	{"ud.noun": 1.0}
arteria	{"ud.propn": 1.0}
arthur	{"ud.propn": 1.0}
artikel	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
artillerie	{"ud.noun": 1.0}
arts	{"ud.propn": 0.875, "ud.noun": 0.125}
arzneimittel	{"ud.noun": 0.75, "ud.propn": 0.25}
arzt	{"ud.noun": 1.0}
as	{"ud.propn": 1.0}
asiaten	{"ud.noun": 1.0}
asiatische	{"ud.adj": 0.75, "ud.propn": 0.25}
asien	{"ud.propn": 1.0}
aspekte	{"ud.noun": 1.0}
assistent	{"ud.noun": 1.0}
association	{"ud.propn": 1.0}
asō	{"ud.propn": 1.0}
at	{"ud.propn": 1.0}
atem	{"ud.noun": 1.0}
athen	{"ud.propn": 1.0}
atmosphäre	{"ud.noun": 1.0}
atp	{"ud.propn": 1.0}
attentat	{"ud.noun": 1.0}
attraktivität	{"ud.noun": 1.0}
auch	{"ud.adv": 0.9983065198983911, "ud.cconj": 0.001693480101608806}
audi	{"ud.propn": 1.0}
audio	{"ud.noun": 1.0}
aue	{"ud.noun": 0.5, "ud.propn": 0.5}
auf	{"ud.adp": 0.9986702127659575, "ud.noun": 0.0006648936170212766, "ud.part": 0.0006648936170212766}
aufbau	{"ud.noun": 1.0}
aufbewahrt	{"ud.verb": 1.0}
aufderhöhe	{"ud.propn": 1.0}
aufeinander	{"ud.adv": 1.0}
auffallend	{"ud.adj": 1.0}
aufgabe	{"ud.noun": 1.0}
aufgaben	{"ud.noun": 1.0}
aufgebaut	{"ud.verb": 0.8888888888888888, "ud.adj": 0.1111111111111111}
aufgebaute	{"ud.adj": 1.0}
aufgebot	{"ud.noun": 1.0}
aufgeführt	{"ud.verb": 1.0}
aufgeführten	{"ud.adj": 1.0}
aufgegeben	{"ud.verb": 1.0}
aufgehoben	{"ud.adj": 0.7647058823529411, "ud.verb": 0.23529411764705882}
aufgelistet	{"ud.verb": 1.0}
aufgelöst	{"ud.verb": 0.9, "ud.adj": 0.1}
aufgenommen	{"ud.verb": 1.0}
aufgeräumt	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
aufgestellt	{"ud.verb": 1.0}
aufgestellten	{"ud.adj": 1.0}
aufgesucht	{"ud.verb": 1.0}
aufgeteilt	{"ud.verb": 1.0}
aufgetreten	{"ud.verb": 1.0}
aufgezeichnet	{"ud.verb": 1.0}
aufgrund	{"ud.adv": 0.013888888888888888, "ud.adp": 0.9861111111111112}
aufkommen	{"ud.verb": 0.16666666666666666, "ud.noun": 0.8333333333333334}
auflage	{"ud.noun": 1.0}
auflagen	{"ud.noun": 1.0}
auflösung	{"ud.noun": 1.0}
aufmerksam	{"ud.adj": 0.7142857142857143, "ud.adv": 0.2857142857142857}
aufmerksamkeit	{"ud.noun": 1.0}
aufnahme	{"ud.noun": 1.0}
aufnahmen	{"ud.noun": 0.8333333333333334, "ud.verb": 0.16666666666666666}
aufnehmen	{"ud.verb": 1.0}
aufpassen	{"ud.verb": 1.0}
aufs	{"ud._": 1.0}
aufsatz	{"ud.noun": 1.0}
aufschwung	{"ud.noun": 1.0}
aufstand	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
aufstellung	{"ud.noun": 1.0}
aufstieg	{"ud.noun": 0.9090909090909091, "ud.verb": 0.09090909090909091}
aufstiegs	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
aufsuchen	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
aufsätze	{"ud.noun": 1.0}
aufteilung	{"ud.noun": 1.0}
auftrag	{"ud.noun": 1.0}
auftreten	{"ud.noun": 0.625, "ud.verb": 0.375}
auftrieb	{"ud.noun": 1.0}
auftritt	{"ud.noun": 0.8888888888888888, "ud.verb": 0.1111111111111111}
auftritte	{"ud.noun": 1.0}
aufträge	{"ud.noun": 1.0}
aufwand	{"ud.noun": 1.0}
aufweisen	{"ud.verb": 1.0}
aufweist	{"ud.verb": 1.0}
aufzubauen	{"ud.verb": 1.0}
auge	{"ud.noun": 1.0}
augen	{"ud.noun": 1.0}
augenblick	{"ud.noun": 1.0}
augsburg	{"ud.propn": 1.0}
augsburger	{"ud.propn": 1.0}
august	{"ud.propn": 1.0}
augusta	{"ud.propn": 1.0}
auguste	{"ud.propn": 1.0}
augustin	{"ud.propn": 1.0}
augustus	{"ud.propn": 1.0}
aus	{"ud.adp": 0.9821428571428571, "ud.adv": 0.004201680672268907, "ud.noun": 0.0031512605042016808, "ud.part": 0.009453781512605041, "ud.propn": 0.0010504201680672268}
ausbau	{"ud.noun": 1.0}
ausbilden	{"ud.verb": 1.0}
ausbildung	{"ud.noun": 1.0}
ausblick	{"ud.noun": 1.0}
ausbruch	{"ud.noun": 1.0}
ausdehnung	{"ud.noun": 1.0}
ausdruck	{"ud.noun": 1.0}
ausdrücken	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
ausdrücklich	{"ud.adv": 0.16666666666666666, "ud.adj": 0.8333333333333334}
auseinander	{"ud.adv": 1.0}
auseinandersetzung	{"ud.noun": 1.0}
auseinandersetzungen	{"ud.noun": 1.0}
ausfluss	{"ud.noun": 1.0}
ausflüge	{"ud.noun": 1.0}
ausführliche	{"ud.adj": 1.0}
ausführte	{"ud.verb": 1.0}
ausführung	{"ud.noun": 1.0}
ausgabe	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
ausgaben	{"ud.noun": 1.0}
ausgang	{"ud.propn": 0.2, "ud.noun": 0.8}
ausgangspunkt	{"ud.noun": 1.0}
ausgebaut	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
ausgebildet	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
ausgedehnte	{"ud.adj": 1.0}
ausgeführt	{"ud.verb": 0.8461538461538461, "ud.adj": 0.15384615384615385}
ausgegeben	{"ud.verb": 1.0}
ausgegliedert	{"ud.verb": 1.0}
ausgehen	{"ud.verb": 1.0}
ausgehend	{"ud.verb": 0.8, "ud.adj": 0.2}
ausgehenden	{"ud.adj": 1.0}
ausgelegt	{"ud.adj": 0.5, "ud.verb": 0.5}
ausgeliefert	{"ud.verb": 1.0}
ausgenommen	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
ausgeprägt	{"ud.adj": 1.0}
ausgeprägten	{"ud.adj": 1.0}
ausgerechnet	{"ud.adv": 1.0}
ausgerichtet	{"ud.verb": 0.75, "ud.adj": 0.25}
ausgerüstet	{"ud.verb": 0.2, "ud.adj": 0.8}
ausgeschlossen	{"ud.verb": 0.7, "ud.adj": 0.3}
ausgesetzt	{"ud.verb": 0.5, "ud.adj": 0.5}
ausgesprochen	{"ud.adv": 0.125, "ud.verb": 0.375, "ud.adj": 0.5}
ausgestattet	{"ud.verb": 0.8571428571428571, "ud.adj": 0.14285714285714285}
ausgestellt	{"ud.verb": 1.0}
ausgestorben	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
ausgestrahlt	{"ud.verb": 1.0}
ausgetragen	{"ud.verb": 1.0}
ausgewachsene	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
ausgewiesen	{"ud.adj": 0.5, "ud.verb": 0.5}
ausgewählt	{"ud.verb": 1.0}
ausgezeichnet	{"ud.verb": 1.0}
ausgleich	{"ud.noun": 1.0}
ausgrabungen	{"ud.noun": 1.0}
auskunft	{"ud.noun": 1.0}
ausland	{"ud.noun": 1.0}
ausländer	{"ud.noun": 1.0}
ausländische	{"ud.adj": 1.0}
ausländischen	{"ud.adj": 1.0}
ausländischer	{"ud.adj": 1.0}
ausnahme	{"ud.noun": 1.0}
ausnahmen	{"ud.noun": 1.0}
ausreichend	{"ud.det": 0.2, "ud.adv": 0.6, "ud.adj": 0.2}
ausreichende	{"ud.adj": 1.0}
ausrichtung	{"ud.noun": 1.0}
ausrüstung	{"ud.noun": 1.0}
aussage	{"ud.noun": 1.0}
aussagen	{"ud.noun": 1.0}
ausschließlich	{"ud.adv": 0.18181818181818182, "ud.adj": 0.8181818181818182}
ausschreibung	{"ud.noun": 1.0}
ausschuss	{"ud.propn": 0.25, "ud.noun": 0.75}
aussehen	{"ud.noun": 0.8, "ud.verb": 0.2}
ausserdem	{"ud.adv": 1.0}
aussetzen	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
aussicht	{"ud.noun": 1.0}
ausstatten	{"ud.verb": 1.0}
ausstattung	{"ud.noun": 1.0}
ausstellung	{"ud.noun": 1.0}
ausstellungen	{"ud.noun": 1.0}
aussterben	{"ud.noun": 0.5, "ud.verb": 0.5}
ausstrahlung	{"ud.noun": 1.0}
austausch	{"ud.noun": 1.0}
austragung	{"ud.noun": 1.0}
austragungsort	{"ud.noun": 1.0}
australia	{"ud.propn": 1.0}
australien	{"ud.propn": 1.0}
australische	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
australischen	{"ud.adj": 1.0}
austria	{"ud.propn": 1.0}
auswahl	{"ud.noun": 1.0}
ausweichen	{"ud.verb": 0.75, "ud.noun": 0.25}
auswertungen	{"ud.noun": 1.0}
auswirkungen	{"ud.noun": 1.0}
auswärtige	{"ud.propn": 0.4, "ud.adj": 0.6}
auszahlt	{"ud.verb": 1.0}
auszeichnung	{"ud.noun": 1.0}
auszeichnungen	{"ud.noun": 1.0}
auszugehen	{"ud.verb": 1.0}
auszuschließen	{"ud.verb": 1.0}
auszutauschen	{"ud.verb": 1.0}
ausüben	{"ud.verb": 1.0}
auto	{"ud.noun": 0.6923076923076923, "ud.propn": 0.3076923076923077}
autobahn	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
autobahnen	{"ud.noun": 1.0}
automatisch	{"ud.adj": 1.0}
automobil	{"ud.noun": 0.75, "ud.propn": 0.25}
autonomen	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
autonomie	{"ud.noun": 1.0}
autor	{"ud.noun": 1.0}
autoren	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
autorin	{"ud.noun": 1.0}
autors	{"ud.noun": 1.0}
autos	{"ud.noun": 1.0}
außen	{"ud.adv": 0.9333333333333333, "ud.noun": 0.06666666666666667}
außenminister	{"ud.noun": 1.0}
außenministers	{"ud.noun": 1.0}
außenseite	{"ud.noun": 1.0}
außer	{"ud.adp": 1.0}
außerdem	{"ud.adv": 1.0}
außergewöhnlichen	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
außerhalb	{"ud.adp": 1.0}
avenue	{"ud.propn": 1.0}
aviv	{"ud.propn": 1.0}
award	{"ud.propn": 1.0}
awards	{"ud.propn": 1.0}
azur	{"ud.propn": 1.0}
b	{"ud.x": 0.14285714285714285, "ud.noun": 0.14285714285714285, "ud.propn": 0.7142857142857143}
b.	{"ud.x": 0.43333333333333335, "ud.propn": 0.13333333333333333, "ud.noun": 0.4, "ud.pron": 0.03333333333333333}
ba	{"ud.propn": 1.0}
baath	{"ud.propn": 1.0}
baby	{"ud.propn": 1.0}
bach	{"ud.propn": 0.4666666666666667, "ud.noun": 0.5333333333333333}
bachelor	{"ud.noun": 0.6, "ud.propn": 0.4}
baches	{"ud.propn": 0.25, "ud.noun": 0.75}
backnang	{"ud.propn": 1.0}
bad	{"ud.noun": 0.2727272727272727, "ud.propn": 0.7272727272727273}
baden	{"ud.propn": 0.9629629629629629, "ud.adj": 0.037037037037037035}
badischen	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
badminton	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
baer	{"ud.propn": 0.6666666666666666, "ud.pron": 0.3333333333333333}
bagdad	{"ud.propn": 1.0}
bahn	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
bahndamm	{"ud.propn": 0.2, "ud.noun": 0.8}
bahnhof	{"ud.noun": 0.9375, "ud.propn": 0.0625}
bahnhofs	{"ud.noun": 1.0}
bahnlinie	{"ud.noun": 1.0}
bahnsteige	{"ud.noun": 1.0}
bahnstrecke	{"ud.noun": 1.0}
bahrain	{"ud.propn": 1.0}
bald	{"ud.adv": 0.9555555555555556, "ud.propn": 0.022222222222222223, "ud.noun": 0.022222222222222223}
bali	{"ud.propn": 1.0}
balken	{"ud.noun": 1.0}
balkon	{"ud.noun": 1.0}
ball	{"ud.noun": 0.5, "ud.propn": 0.5}
bamberg	{"ud.propn": 1.0}
band	{"ud.noun": 0.9272727272727272, "ud.propn": 0.07272727272727272}
bande	{"ud.noun": 1.0}
bands	{"ud.noun": 1.0}
bang	{"ud.propn": 1.0}
bank	{"ud.noun": 0.5384615384615384, "ud.propn": 0.46153846153846156}
banken	{"ud.noun": 1.0}
bankhaus	{"ud.noun": 0.75, "ud.propn": 0.25}
bankier	{"ud.noun": 1.0}
bao	{"ud.propn": 1.0}
bar	{"ud.noun": 0.5, "ud.adv": 0.125, "ud.propn": 0.375}
barbara	{"ud.propn": 1.0}
barcelona	{"ud.propn": 1.0}
barock	{"ud.noun": 0.8, "ud.adj": 0.2}
barocke	{"ud.adj": 1.0}
barocken	{"ud.adj": 1.0}
baron	{"ud.propn": 1.0}
basel	{"ud.propn": 1.0}
basic	{"ud.propn": 1.0}
basieren	{"ud.verb": 1.0}
basiert	{"ud.verb": 1.0}
basis	{"ud.noun": 1.0}
basketball	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
bass	{"ud.noun": 0.875, "ud.propn": 0.125}
bassist	{"ud.noun": 1.0}
bassisten	{"ud.noun": 1.0}
bataillon	{"ud.noun": 1.0}
bataillone	{"ud.noun": 1.0}
bataillonen	{"ud.noun": 1.0}
batterie	{"ud.noun": 1.0}
bau	{"ud.propn": 0.017543859649122806, "ud.noun": 0.9824561403508771}
bauarbeiten	{"ud.noun": 1.0}
bauch	{"ud.noun": 1.0}
bauen	{"ud.verb": 0.8571428571428571, "ud.noun": 0.14285714285714285}
bauer	{"ud.propn": 0.4, "ud.noun": 0.6}
bauern	{"ud.noun": 1.0}
bauform	{"ud.noun": 1.0}
bauhauptgewerbe	{"ud.noun": 1.0}
baum	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
baumeister	{"ud.noun": 1.0}
baureihen	{"ud.noun": 1.0}
baute	{"ud.verb": 1.0}
bauteile	{"ud.noun": 1.0}
bauten	{"ud.noun": 0.8181818181818182, "ud.verb": 0.18181818181818182}
bauwerk	{"ud.noun": 1.0}
bay	{"ud.propn": 1.0}
bayerische	{"ud.adj": 0.625, "ud.propn": 0.375}
bayerischen	{"ud.adj": 0.6, "ud.propn": 0.4}
bayerischer	{"ud.adj": 0.75, "ud.propn": 0.25}
bayern	{"ud.propn": 0.9565217391304348, "ud.noun": 0.043478260869565216}
bayreuth	{"ud.propn": 1.0}
bbc	{"ud.propn": 1.0}
be	{"ud.adp": 0.2, "ud.noun": 0.2, "ud.propn": 0.2, "ud.x": 0.4}
beach	{"ud.propn": 1.0}
beachtliche	{"ud.adj": 1.0}
beachtung	{"ud.noun": 1.0}
beamte	{"ud.noun": 1.0}
beamten	{"ud.noun": 1.0}
beanspruchung	{"ud.noun": 1.0}
beantwortet	{"ud.verb": 1.0}
bearbeitet	{"ud.verb": 1.0}
bearbeitung	{"ud.noun": 1.0}
beauftragt	{"ud.verb": 1.0}
beauftragte	{"ud.verb": 0.75, "ud.noun": 0.25}
beauftragter	{"ud.noun": 1.0}
bedacht	{"ud.adj": 0.14285714285714285, "ud.verb": 0.8571428571428571}
bedanken	{"ud.verb": 1.0}
bedarf	{"ud.noun": 0.5, "ud.verb": 0.5}
bedeckt	{"ud.adj": 0.8, "ud.verb": 0.2}
bedeutend	{"ud.adj": 1.0}
bedeutende	{"ud.adj": 1.0}
bedeutender	{"ud.adj": 1.0}
bedeutendsten	{"ud.adj": 1.0}
bedeutet	{"ud.verb": 1.0}
bedeutete	{"ud.verb": 1.0}
bedeutung	{"ud.noun": 1.0}
bedford	{"ud.propn": 1.0}
bedienen	{"ud.verb": 1.0}
bedient	{"ud.verb": 1.0}
bediente	{"ud.verb": 0.75, "ud.adj": 0.25}
bedienung	{"ud.noun": 1.0}
bedingt	{"ud.verb": 0.8, "ud.adj": 0.2}
bedingung	{"ud.noun": 1.0}
bedingungen	{"ud.noun": 1.0}
bedroht	{"ud.adj": 0.75, "ud.verb": 0.25}
bedrohung	{"ud.noun": 1.0}
bedürfen	{"ud.verb": 1.0}
bedürfnis	{"ud.noun": 1.0}
beeindruckt	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
beeinflussen	{"ud.verb": 1.0}
beeinflusst	{"ud.verb": 0.7777777777777778, "ud.adj": 0.2222222222222222}
beeinflusste	{"ud.verb": 1.0}
beendet	{"ud.verb": 0.8, "ud.adj": 0.2}
beendete	{"ud.verb": 1.0}
beendigung	{"ud.noun": 1.0}
beethoven	{"ud.propn": 1.0}
befahren	{"ud.verb": 1.0}
befand	{"ud.verb": 1.0}
befanden	{"ud.verb": 1.0}
befasst	{"ud.verb": 1.0}
